"FILENAME","LIBRARY","SUPPLIER","URL","DOWNLOAD","TAGS"
"INT Torture Chamber, Roomtone, Lights, Hum, Air.wav","Haunting Ambiences","344 Audio","https://sonniss.com/sound-effects/haunting-ambience","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Haunting Ambiences/INT Torture Chamber, Roomtone, Lights, Hum, Air.wav","int|torture|chamber|roomtone|lights|hum|air|airwav|haunting ambiences|344 audio"
"Beep.wav","Household Drones","344 Audio","https://sonniss.com/sound-effects/household-drones/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Household Drones/Beep.wav","household|turn|on|sound|beep|alarm|sleep|mode|button|press|beepwav|household drones|344 audio"
"Drone, Bubbles, Liquid, Deep, Filter.wav","Household Drones","344 Audio","https://sonniss.com/sound-effects/household-drones/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Household Drones/Drone, Bubbles, Liquid, Deep, Filter.wav","drone|atmos|atmosphere|ambient|tension|dark|electronic|design|hum|abstract|abandoned|empty|industrial|metallic|ominous|air|airy|bubbles|liquid|deep|filterwav|household drones|344 audio"
"Drone, Games Console Beep, Lofi, Airy.wav","Household Drones","344 Audio","https://sonniss.com/sound-effects/household-drones/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Household Drones/Drone, Games Console Beep, Lofi, Airy.wav","drone|atmos|atmosphere|ambient|tension|dark|electronic|design|hum|abstract|abandoned|empty|industrial|metallic|ominous|air|airy|games|console|beep|lofi|airywav|household drones|344 audio"
"Spray Can Hit.wav","Household Drones","344 Audio","https://sonniss.com/sound-effects/household-drones/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Household Drones/Spray Can Hit.wav","household|spray|can|hit|hitwav|household drones|344 audio"
"Battle Cry, Charge, Screams, Army Attacking, Running 1.wav","Medieval Battle","344 Audio","https://sonniss.com/sound-effects/medieval-battle/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Medieval Battle/Battle Cry, Charge, Screams, Army Attacking, Running 1.wav","battle|cry|charge|screams|army|attacking|running|middle|ages|conflict|knights|swords|weapons|clash|combat|fantasy|1wav|medieval battle|344 audio"
"Female Warrior 3 Scream, Battle, War, Cry, Fight, Shout 3.wav","Medieval Battle","344 Audio","https://sonniss.com/sound-effects/medieval-battle//","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Medieval Battle/Female Warrior 3 Scream, Battle, War, Cry, Fight, Shout 3.wav","female|warrior|scream|battle|war|cry|fight|shout|middle|ages|conflict|knights|swords|weapons|clash|combat|fantasy|3|3wav|medieval battle|344 audio"
"Male Warrior 2 Scream, Battle, War, Cry, Fight, Shout 3.wav","Medieval Battle","344 Audio","https://sonniss.com/sound-effects/medieval-battle/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Medieval Battle/Male Warrior 2 Scream, Battle, War, Cry, Fight, Shout 3.wav","male|warrior|scream|battle|war|cry|fight|shout|middle|ages|conflict|knights|swords|weapons|clash|combat|fantasy|2|3wav|medieval battle|344 audio"
"Sword Scrapes Multiple, Battle, Metal, Slash, Draw.wav","Medieval Battle","344 Audio","https://sonniss.com/sound-effects/medieval-battle/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Medieval Battle/Sword Scrapes Multiple, Battle, Metal, Slash, Draw.wav","sword|scrapes|multiple|battle|metal|slash|draw|middle|ages|conflict|knights|swords|weapons|clash|combat|fantasy|drawwav|medieval battle|344 audio"
"Dungeon Door Open, Close, Locked.wav","Practical Doors","344 Audio","https://sonniss.com/sound-effects/practical-doors/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Practical Doors/Dungeon Door Open, Close, Locked.wav","door|open/close|wooden|gate|pvc|lock|latch|handle|creek|slam|interior|exterior|keys|dungeon|open|close|lockedwav|practical doors|344 audio"
"Exterior Metal Door Gate Bolt Latch 7.wav","Practical Doors","344 Audio","https://sonniss.com/sound-effects/practical-doors/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Practical Doors/Exterior Metal Door Gate Bolt Latch 7.wav","door|open/close|wooden|gate|pvc|lock|latch|handle|creek|slam|interior|exterior|keys|metal|bolt|7wav|practical doors|344 audio"
"Exterior Metal Door Gate Close, Rattle 2.wav","Practical Doors","344 Audio","https://sonniss.com/sound-effects/practical-doors/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Practical Doors/Exterior Metal Door Gate Close, Rattle 2.wav","door|open/close|wooden|gate|pvc|lock|latch|handle|creek|slam|interior|exterior|keys|metal|close|rattle|2wav|practical doors|344 audio"
"Knocking On Heavy Door 1.wav","Practical Doors","344 Audio","https://sonniss.com/sound-effects/practical-doors/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Practical Doors/Knocking On Heavy Door 1.wav","door|open/close|wooden|gate|pvc|lock|latch|handle|creek|slam|interior|exterior|keys|knocking|on|heavy|1wav|practical doors|344 audio"
"Activate Laser.wav","Sci Fi Voices","344 Audio","https://sonniss.com/sound-effects/sci-fi-voices/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Sci-Fi Voices/Activate Laser.wav","scifi|voices|science|fiction|robot|alien|cyborg|exosuit|machine|transformer|computer|spaceship|device|ui|evil|good|dialogue|character|user|interface|effort|grunt|scream|shout|activate|laserwav|sci fi voices|344 audio"
"Code Authorised.wav","Sci Fi Voices","344 Audio","https://sonniss.com/sound-effects/sci-fi-voices/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Sci-Fi Voices/Code Authorised.wav","scifi|voices|science|fiction|robot|alien|cyborg|exosuit|machine|transformer|computer|spaceship|device|ui|evil|good|dialogue|character|user|interface|effort|grunt|scream|shout|code|authorisedwav|sci fi voices|344 audio"
"Humans Are All The Same.wav","Sci Fi Voices","344 Audio","https://sonniss.com/sound-effects/sci-fi-voices/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Sci-Fi Voices/Humans Are All The Same.wav","scifi|voices|science|fiction|robot|alien|cyborg|exosuit|machine|transformer|computer|spaceship|device|ui|evil|good|dialogue|character|user|interface|effort|grunt|scream|shout|humans|are|all|the|samewav|sci fi voices|344 audio"
"Incoming Fire.wav","Sci Fi Voices","344 Audio","https://sonniss.com/sound-effects/sci-fi-voices/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Sci-Fi Voices/Incoming Fire.wav","scifi|voices|science|fiction|robot|alien|cyborg|exosuit|machine|transformer|computer|spaceship|device|ui|evil|good|dialogue|character|user|interface|effort|grunt|scream|shout|incoming|firewav|sci fi voices|344 audio"
"Female Ghostly Breath, Reverse, Exhale, Air, Spirit, Ethereal, Wet 4.wav","Supernatural Ghosts","344 Audio","https://sonniss.com/sound-effects/supernatural-ghosts/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Supernatural Ghosts/Female Ghostly Breath, Reverse, Exhale, Air, Spirit, Ethereal, Wet 4.wav","female|ghostly|breath|reverse|exhale|air|spirit|ethereal|wet|4wav|supernatural ghosts|344 audio"
"Ghostly Presence, Angelic, Vocal, Layer, Creepy, Horror 4.wav","Supernatural Ghosts","344 Audio","https://sonniss.com/sound-effects/supernatural-ghosts/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Supernatural Ghosts/Ghostly Presence, Angelic, Vocal, Layer, Creepy, Horror 4.wav","ghostly|presence|angelic|vocal|layer|creepy|horror|4wav|supernatural ghosts|344 audio"
"Male Ghostly Voice, Hide, Creepy, Air, Spirit, Ethereal, Wet.wav","Supernatural Ghosts","344 Audio","https://sonniss.com/sound-effects/supernatural-ghosts/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Supernatural Ghosts/Male Ghostly Voice, Hide, Creepy, Air, Spirit, Ethereal, Wet.wav","male|ghostly|voice|creepy|air|spirit|ethereal|hide|wetwav|supernatural ghosts|344 audio"
"Piercing Riser, Harsh, Metallic, Layer, Creepy, Horror 7.wav","Supernatural Ghosts","344 Audio","https://sonniss.com/sound-effects/supernatural-ghosts/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Supernatural Ghosts/Piercing Riser, Harsh, Metallic, Layer, Creepy, Horror 7.wav","piercing|riser|harsh|metallic|layer|creepy|horror|7wav|supernatural ghosts|344 audio"
"Antique Clicker 2, Clock, Ticking, Tick, Tock, Click, Rhythm, Time, Watch, Countdown.wav","Tick Tock","344 Audio","https://sonniss.com/sound-effects/tick-tock/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Tick Tock/Antique Clicker 2, Clock, Ticking, Tick, Tock, Click, Rhythm, Time, Watch, Countdown.wav","clock|ticking|tick|tock|click|rhythm|time|watch|countdown|minutes|seconds|mechanism|metal|plastic|button|machine|steampunk|antique|clicker|2|countdownwav|tick tock|344 audio"
"Waterphone, Clock, Ticking, Tick, Tock, Click, Rhythm, Time, Watch, Countdown.wav","Tick Tock","344 Audio","https://sonniss.com/sound-effects/tick-tock/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Tick Tock/Waterphone, Clock, Ticking, Tick, Tock, Click, Rhythm, Time, Watch, Countdown.wav","clock|ticking|tick|tock|click|rhythm|time|watch|countdown|minutes|seconds|mechanism|metal|plastic|button|machine|steampunk|waterphone|countdownwav|tick tock|344 audio"
"LFE Rumble 3.wav","Trailer Instruments Designed","344 Audio","https://sonniss.com/sound-effects/trailer-instruments-designed/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Trailer Instruments Designed/LFE Rumble 3.wav","rumble|lfe|sub|bass|trailer|low|deep|thunder|tension|cinematic|scifi|horror|atmosphere|abyss|3wav|trailer instruments designed|344 audio"
"Riser 9.wav","Trailer Instruments Designed","344 Audio","https://sonniss.com/sound-effects/trailer-instruments-designed/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Trailer Instruments Designed/Riser 9.wav","riser|trailer|abstract|cinematic|ethnic|string|swell|crescendo|scifi|horror|synthetic|atonal|atmospheric|tension|9wav|trailer instruments designed|344 audio"
"Stinger 8.wav","Trailer Instruments Designed","344 Audio","https://sonniss.com/sound-effects/trailer-instruments-designed/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Trailer Instruments Designed/Stinger 8.wav","stinger|sting|trailer|tension|cinematic|abstract|synth|atonal|creepy|ethnic|horror|scifi|thriller|scary|8wav|trailer instruments designed|344 audio"
"Sub Drop 2.wav","Trailer Instruments Designed","344 Audio","https://sonniss.com/sound-effects/trailer-instruments-designed/","/Sonniss - GDC 2020 - Game Audio Bundle/344 Audio - Trailer Instruments Designed/Sub Drop 2.wav","sub|drop|impact|trailer|bass|deep|futuristic|machine|robotic|power|down|scifi|epic|big|synth|2wav|trailer instruments designed|344 audio"
"ResonantRustyDoor_impact_hard_11.wav","Resonant Rusty Door","Alex Lane","https://sonniss.com/sound-effects/resonant-rusty-door/","/Sonniss - GDC 2020 - Game Audio Bundle/Alex Lane - Resonant Rusty Door/ResonantRustyDoor_impact_hard_11.wav","impact|heavy|metal|door|hard|deep|klang|resonant|resonantrustydoor_impact_hard_11wav|resonant rusty door|alex lane"
"ResonantRustyDoor_impact_soft_01.wav","Resonant Rusty Door","Alex Lane","https://sonniss.com/sound-effects/resonant-rusty-door/","/Sonniss - GDC 2020 - Game Audio Bundle/Alex Lane - Resonant Rusty Door/ResonantRustyDoor_impact_soft_01.wav","impact|heavy|metal|door|soft|thump|resonant|resonantrustydoor_impact_soft_01wav|resonant rusty door|alex lane"
"ResonantRustyDoor_ronk_medium_08.wav","Resonant Rusty Door","Alex Lane","https://sonniss.com/sound-effects/resonant-rusty-door/","/Sonniss - GDC 2020 - Game Audio Bundle/Alex Lane - Resonant Rusty Door/ResonantRustyDoor_ronk_medium_08.wav","medium|ronk|heavy|metal|door|open|or|close|rusty|hinge|resonant|groan|squeak|stuttering|resonantrustydoor_ronk_medium_08wav|resonant rusty door|alex lane"
"ResonantRustyDoor_scrape_short_05.wav","Resonant Rusty Door","Alex Lane","https://sonniss.com/sound-effects/resonant-rusty-door/","/Sonniss - GDC 2020 - Game Audio Bundle/Alex Lane - Resonant Rusty Door/ResonantRustyDoor_scrape_short_05.wav","scrape|surface|short|rock|on|metal|resonant|resonantrustydoor_scrape_short_05wav|resonant rusty door|alex lane"
"Cromer Beach, 3m from Shore, Heavy Waves, B Format.wav","Ambisonic Cromer Beach","Ambisound","https://sonniss.com/sound-effects/ambisonic-cromer-beach/","/Sonniss - GDC 2020 - Game Audio Bundle/Ambisound - Ambisonic Cromer Beach/Cromer Beach, 3m from Shore, Heavy Waves, B Format.wav","waves|beach|sea|coast|sand|stones|binaural|spatial|cromer|3m|from|shore|heavy|b|formatwav|ambisonic cromer beach|ambisound"
"Cromer Beach, In Stones, Light Waves, B Format.wav","Ambisonic Cromer Beach","Ambisound","https://sonniss.com/sound-effects/ambisonic-cromer-beach//","/Sonniss - GDC 2020 - Game Audio Bundle/Ambisound - Ambisonic Cromer Beach/Cromer Beach, In Stones, Light Waves, B Format.wav","waves|beach|sea|coast|sand|stones|binaural|spatial|cromer|in|light|b|formatwav|ambisonic cromer beach|ambisound"
"Eerie Night Ambience.wav","Horror Background Ambiences","Apple Hill Studios","https://sonniss.com/sound-effects/horror-background-ambiences/","/Sonniss - GDC 2020 - Game Audio Bundle/Apple Hill Studios - Horror Background Ambiences/Eerie Night Ambience.wav","eerie|night|ambiencewav|horror background ambiences|apple hill studios"
"Footsteps Water Drops _ Dragging Items Ambience.wav","Horror Background Ambiences","Apple Hill Studios","https://sonniss.com/sound-effects/horror-background-ambiences//","/Sonniss - GDC 2020 - Game Audio Bundle/Apple Hill Studios - Horror Background Ambiences/Footsteps Water Drops _ Dragging Items Ambience.wav","footsteps|water|drops|_|dragging|items|ambiencewav|horror background ambiences|apple hill studios"
"AMBIENCE Cafe, 8 People, Calm, Winter, Machine Buzz, Toronto, Canada, LOOP.LRLsRs.wav","American Public Spaces  Quad","Articulated Sounds","https://sonniss.com/sound-effects/american-public-spaces/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - American Public Spaces - Quad/AMBIENCE Cafe, 8 People, Calm, Winter, Machine Buzz, Toronto, Canada, LOOP.LRLsRs.wav","cafe|8|people|calm|winter|machine|buzz|toronto|canada|loop|ambience|looplrlsrswav|american public spaces  quad|articulated sounds"
"AMBIENCE Hall Large, Entrance, Office Building, Morning, Downtown Chicago, USA, LOOP.LRLsRs.wav","American Public Spaces  Quad","Articulated Sounds","https://sonniss.com/sound-effects/american-public-spaces/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - American Public Spaces - Quad/AMBIENCE Hall Large, Entrance, Office Building, Morning, Downtown Chicago, USA, LOOP.LRLsRs.wav","hall|large|entrance|office|building|morning|downtown|chicago|usa|loop|ambience|looplrlsrswav|american public spaces  quad|articulated sounds"
"AMBIENCE Metro Station Platform, Electrical Buzz, Train Arriving And Departing, Toronto, Canada.LRLsRs.wav","American Public Spaces  Quad","Articulated Sounds","https://sonniss.com/sound-effects/american-public-spaces/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - American Public Spaces - Quad/AMBIENCE Metro Station Platform, Electrical Buzz, Train Arriving And Departing, Toronto, Canada.LRLsRs.wav","metro|station|platform|electrical|buzz|train|arriving|and|departing|toronto|canada|ambience|canadalrlsrswav|american public spaces  quad|articulated sounds"
"AMBIENCE Shopping Mall, Resonant Hall, Crowd, 3rd Floor, Toronto, Canada, LOOP.LRLsRs.wav","American Public Spaces  Quad","Articulated Sounds","https://sonniss.com/sound-effects/american-public-spaces/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - American Public Spaces - Quad/AMBIENCE Shopping Mall, Resonant Hall, Crowd, 3rd Floor, Toronto, Canada, LOOP.LRLsRs.wav","shopping|mall|resonant|hall|crowd|3rd|floor|toronto|canada|loop|ambience|looplrlsrswav|american public spaces  quad|articulated sounds"
"AMBIENCE Inside Museum, Walking POV, Bali, Indonesia, LOOP .wav","Bali Ubud Village Ambiences","Articulated Sounds","https://sonniss.com/sound-effects/bali-ubud-village-ambiences/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Bali Ubud Village Ambiences/AMBIENCE Inside Museum, Walking POV, Bali, Indonesia, LOOP .wav","ambience|inside|museum|walking|pov|bali|indonesia|loop|distant|voices|children|talk|crowd|walla|footsteps|movement|dog|barks|reverb|hammer|hits|metal|impacts|rattles|ambience|loop|wav|bali ubud village ambiences|articulated sounds"
"CROWD Reaction, Small Applause 03, 20 People, Bali, Indonesia.wav","Bali Ubud Village Ambiences","Articulated Sounds","https://sonniss.com/sound-effects/bali-ubud-village-ambiences/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Bali Ubud Village Ambiences/CROWD Reaction, Small Applause 03, 20 People, Bali, Indonesia.wav","crowd|reaction|small|applause|20|people|bali|indonesia|applauding|moderately|single|claps|in|closer|perspective|talking|mumbling|slightly|background|walla|chear|crickets|insects|slows|down|end|with|few|crowd|03|indonesiawav|bali ubud village ambiences|articulated sounds"
"ALARM AIRCRAFT Mechanical Stall Warning Short 01, Aircraft Control Board.wav","Boeing 737 Airplane Cockpit","Articulated Sounds","https://sonniss.com/sound-effects/boeing-737-airplane-cockpit/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Boeing 737 Airplane Cockpit/ALARM AIRCRAFT Mechanical Stall Warning Short 01, Aircraft Control Board.wav","alarm|aircraft|mechanical|stall|warning|short|01|aircraft|control|board|boardwav|boeing 737 airplane cockpit|articulated sounds"
"AMBIENCE Aircraft In Flight Taking Altitude, LOOP.wav","Boeing 737 Airplane Cockpit","Articulated Sounds","https://sonniss.com/sound-effects/boeing-737-airplane-cockpit//","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Boeing 737 Airplane Cockpit/AMBIENCE Aircraft In Flight Taking Altitude, LOOP.wav","ambience|aircraft|in|flight|taking|altitude|loop|loopwav|boeing 737 airplane cockpit|articulated sounds"
"MECH GEAR Landing Gear, Aircraft Control Board.wav","Boeing 737 Airplane Cockpit","Articulated Sounds","https://sonniss.com/sound-effects/boeing-737-airplane-cockpit/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Boeing 737 Airplane Cockpit/MECH GEAR Landing Gear, Aircraft Control Board.wav","mech|gear|landing|gear|aircraft|control|board|boardwav|boeing 737 airplane cockpit|articulated sounds"
"MECH Trim Spinning (Power-Assisted Steering) 02, Aircraft Control Board.wav","Boeing 737 Airplane Cockpit","Articulated Sounds","https://sonniss.com/sound-effects/boeing-737-airplane-cockpit/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Boeing 737 Airplane Cockpit/MECH Trim Spinning (Power-Assisted Steering) 02, Aircraft Control Board.wav","mech|trim|spinning|(powerassisted|steering)|02|aircraft|control|board|boardwav|boeing 737 airplane cockpit|articulated sounds"
"LIQUID BUBBLE Continuous, with Low Resonance Cavity, LOOP.wav","Bubbles Water & Aquariums","Articulated Sounds","https://sonniss.com/sound-effects/bubbles-water-aquariums/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Bubbles Water & Aquariums/LIQUID BUBBLE Continuous, with Low Resonance Cavity, LOOP.wav","liquid|bubble|continuous|with|low|resonance|cavity|loop|laboratory|straw|blow|into|filled|bath|small|air|short|science|fiction|ambience|bubbles|beakers|steampunk|liquid|bubble|loopwav|bubbles water & aquariums|articulated sounds"
"LIQUID BUBBLE Sequence, Medium Force, 04.wav","Bubbles Water & Aquariums","Articulated Sounds","https://sonniss.com/sound-effects/bubbles-water-aquariums//","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Bubbles Water & Aquariums/LIQUID BUBBLE Sequence, Medium Force, 04.wav","liquid|bubble|sequence|medium|force|underwater|bubbles|short|streams|of|air|releasing|from|bottle|popping|at|surface|glugging|trickling|breathing|and|release|liquid|bubble|04wav|bubbles water & aquariums|articulated sounds"
"INDUSTRY MACHINE Cacao Workshop, Blender, Running, Room Amb, LOOP.wav","Cacao Chocolate Factory","Articulated Sounds","https://sonniss.com/sound-effects/cacao-chocolate-factory/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Cacao Chocolate Factory/INDUSTRY MACHINE Cacao Workshop, Blender, Running, Room Amb, LOOP.wav","industry|machine|cacao|workshop|blender|running|room|loop|appliances|electric|motor|mixie|start|long|run|at|constant|speed|turn|off|whine|spin|whirr|grind|vibration|industry|machine|amb|loopwav|cacao chocolate factory|articulated sounds"
"INDUSTRY MACHINE Cacao Workshop, Grinder A, Running, Room Amb, LOOP.wav","Cacao Chocolate Factory","Articulated Sounds","https://sonniss.com/sound-effects/cacao-chocolate-factory/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Cacao Chocolate Factory/INDUSTRY MACHINE Cacao Workshop, Grinder A, Running, Room Amb, LOOP.wav","industry|machine|cacao|workshop|grinder|running|room|loop|heavy|clatter|background|roar|large|industrial|garage|gritty|electric|mottor|engine|rattle|industry|machine|a|amb|loopwav|cacao chocolate factory|articulated sounds"
"ANIMAL WILD Camel A, Grunt, Groan, Roar x13.wav 12.wav","Camel Growl Vocalizations","Articulated Sounds","https://sonniss.com/sound-effects/camel-growl-vocalizations/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Camel Growl Vocalizations/ANIMAL WILD Camel A, Grunt, Groan, Roar x13.wav 12.wav","animal|wild|camel|a|grunt|groan|roar|x13|animal|wild|x13wav|12wav|camel growl vocalizations|articulated sounds"
"ANIMAL WILD Camel C, Grunt, Groan, Roar, Expressive x10.wav 05.wav","Camel Growl Vocalizations","Articulated Sounds","https://sonniss.com/sound-effects/camel-growl-vocalizations/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Camel Growl Vocalizations/ANIMAL WILD Camel C, Grunt, Groan, Roar, Expressive x10.wav 05.wav","animal|wild|camel|c|grunt|groan|roar|expressive|x10|animal|wild|x10wav|05wav|camel growl vocalizations|articulated sounds"
"ANIMAL WILD Camel D, Grunt, Groan, Roar, Gargle x10.wav 07.wav","Camel Growl Vocalizations","Articulated Sounds","https://sonniss.com/sound-effects/camel-growl-vocalizations/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Camel Growl Vocalizations/ANIMAL WILD Camel D, Grunt, Groan, Roar, Gargle x10.wav 07.wav","animal|wild|camel|d|grunt|groan|roar|gargle|x10|animal|wild|x10wav|07wav|camel growl vocalizations|articulated sounds"
"AMBIENCE City Plazza, Rumble, 8AM, Barsha Heights, Dubai, UAE.wav","Dubai Megapolis Sonic Bed","Articulated Sounds","https://sonniss.com/sound-effects/camel-growl-vocalizations/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Dubai Megapolis Sonic Bed/AMBIENCE City Plazza, Rumble, 8AM, Barsha Heights, Dubai, UAE.wav","ambience|city|plazza|rumble|8am|barsha|heights|dubai|uae|ditant|traffic|various|pass|bys|brake|squeals|distant|activity|voices|walla|engine|revs|horns|short|bursts|rattle|birds|chirping|melodic|foot|steps|ambience|uaewav|dubai megapolis sonic bed|articulated sounds"
"ELECTRIC MODEM, Noise, Connecting, Broken Radio, Interference, Buzz.wav","Electromagnetic Household Fields","Articulated Sounds","https://sonniss.com/sound-effects/electromagnetic-household-fields/","/Sonniss - GDC 2020 - Game Audio Bundle/Articulated Sounds - Electromagnetic Household Fields/ELECTRIC MODEM, Noise, Connecting, Broken Radio, Interference, Buzz.wav","electric|modem|noise|connecting|broken|radio|interference|buzz|buzzwav|electromagnetic household fields|articulated sounds"
